genename,Tce_WB_log2FC_SB,Tce_WB_FDR_SB,Tce_WB_sexbias,Tce_WB_log2FC_SA,Tce_WB_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-10293,-0.391426782,0.546968349,Unbiased,-0.015531171,0.995764028,PGFK01003155.1,NA,NA
RBBH-10295,0.313299616,0.552695522,Unbiased,-0.869770765,0.143307496,CM009478.1,LG3,A
RBBH-10296,-0.434735493,0.574129908,Unbiased,0.882133193,0.43602815,CM009475.1,LG12,A
RBBH-10297,-0.112368707,0.829900331,Unbiased,0.119668456,0.962260904,CM009472.1,LG1,A
RBBH-10298,-0.047056701,0.945661055,Unbiased,-0.100505978,0.972603389,PGFK01003056.1,NA,NA
RBBH-10299,0.323179135,0.588577331,Unbiased,-0.522522643,0.609751053,CM009482.1,LG7,A
RBBH-103,-0.940895482,0.394630703,Unbiased,0.290972151,0.963093957,CM009478.1,LG3,A
RBBH-10300,0.165593338,0.776040773,Unbiased,-0.038370891,0.990214164,CM009473.1,LG10,A
RBBH-10301,-0.171294487,0.77299872,Unbiased,-0.10994564,0.969965601,CM009477.1,LG2,A
RBBH-10302,1.251897304,0.000557457,female_biased,-0.374319566,0.840878832,CM009481.1,LG6,A
RBBH-10303,-1.072088056,0.012066287,male_biased,0.191792767,0.938293397,CM009477.1,LG2,A
RBBH-10305,-0.259259025,0.707089452,Unbiased,-1.663992564,0.009762554,CM009473.1,LG10,A
RBBH-10306,0.415350936,0.428177155,Unbiased,0.008768554,0.996499661,CM009483.1,LG8,A
RBBH-10307,-0.801445052,0.187632484,Unbiased,0.292881159,0.913458548,CM009484.1,LG9,A
RBBH-10308,0.253598697,0.620857281,Unbiased,0.466192384,0.648566271,PGFK01001659.1,NA,NA
RBBH-10309,0.046219503,0.9331082,Unbiased,-0.009168434,0.99577865,CM009478.1,LG3,A
RBBH-1031,0.151103318,0.762015572,Unbiased,-0.131700677,0.954010077,CM009472.1,LG1,A
RBBH-10310,0.338676117,0.483325741,Unbiased,-0.027925099,0.991832888,CM009478.1,LG3,A
RBBH-10311,0.788078385,0.152087947,Unbiased,0.146842658,0.962260904,CM009483.1,LG8,A
RBBH-10312,0.214876892,0.623921424,Unbiased,-0.495129278,0.506418246,PGFK01002461.1,NA,NA
RBBH-10313,0.238263001,0.698894379,Unbiased,0.282501313,0.897072025,PGFK01002391.1,NA,NA
RBBH-10314,-0.285761434,0.561517652,Unbiased,-0.194296274,0.925980717,CM009483.1,LG8,A
RBBH-10316,-0.198925267,0.715902556,Unbiased,0.07232967,0.977420535,CM009478.1,LG3,A
RBBH-10317,-0.370485964,0.491571016,Unbiased,-0.06927649,0.980477705,CM009475.1,LG12,A
RBBH-10318,-2.322798365,6.96E-10,male_biased,-0.426053537,0.790631781,PGFK01003155.1,NA,NA
RBBH-10319,0.034966563,0.95411436,Unbiased,-0.020929068,0.993408291,CM009483.1,LG8,A
RBBH-1032,-0.988504525,0.051271287,Unbiased,-0.003068739,0.998531214,CM009473.1,LG10,A
RBBH-10321,-0.473687,0.489316492,Unbiased,0.70152173,0.637848611,CM009482.1,LG7,A
RBBH-10322,0.351480955,0.587396141,Unbiased,-0.161516061,0.96281612,CM009476.1,LG13,X
RBBH-10323,-1.153076559,0.024074312,male_biased,0.367942919,0.819022865,CM009477.1,LG2,A
RBBH-10325,-0.009190461,0.988081794,Unbiased,-0.398980723,0.701781396,CM009479.1,LG4,A
RBBH-10326,-0.46248782,0.374356591,Unbiased,1.05409158,0.030296266,CM009479.1,LG4,A
RBBH-10327,-0.122154935,0.875192237,Unbiased,0.185253313,0.953383056,CM009476.1,LG13,X
RBBH-10328,-0.852489193,0.154423026,Unbiased,-0.232580433,0.929081118,CM009472.1,LG1,A
RBBH-1033,-0.105687666,0.868170106,Unbiased,-0.11133894,0.965658658,CM009472.1,LG1,A
RBBH-10331,1.063872884,0.00123376,female_biased,-0.206423937,0.911046962,CM009481.1,LG6,A
RBBH-10332,0.752895181,0.154423026,Unbiased,-0.487734865,0.767387467,CM009479.1,LG4,A
RBBH-10333,-3.681560717,3.62E-15,male_biased,-0.200896625,0.949910759,CM009473.1,LG10,A
RBBH-10334,-0.128614998,0.853743337,Unbiased,-0.513221891,0.684562912,CM009476.1,LG13,X
RBBH-10335,-0.270198924,0.578471605,Unbiased,0.266144417,0.873095617,CM009472.1,LG1,A
RBBH-10336,0.312151985,0.498173844,Unbiased,0.116278636,0.962118362,CM009474.1,LG11,A
RBBH-10337,0.333145599,0.566994341,Unbiased,-0.566619932,0.617104299,PGFK01001531.1,NA,NA
RBBH-10338,1.897957964,4.21E-09,female_biased,-0.450429215,0.734197183,CM009479.1,LG4,A
RBBH-1034,-0.184879361,0.770977007,Unbiased,0.328395478,0.88681341,CM009479.1,LG4,A
RBBH-10340,0.3725368,0.619051327,Unbiased,-0.193786381,0.960880867,CM009478.1,LG3,A
RBBH-10341,-0.298295496,0.657145899,Unbiased,-0.573205621,0.781956744,CM009482.1,LG7,A
RBBH-10342,-0.283565442,0.713962867,Unbiased,-0.754042164,0.652442427,PGFK01002249.1,NA,NA
RBBH-10343,-1.376316581,0.000378378,male_biased,0.251173552,0.93410557,CM009477.1,LG2,A
RBBH-10344,-0.565732,0.189222358,Unbiased,0.486817216,0.588224768,CM009472.1,LG1,A
RBBH-10345,-0.443934577,0.297108804,Unbiased,-0.038143112,0.987057414,CM009478.1,LG3,A
RBBH-10347,-0.177166915,0.741887746,Unbiased,-0.216493425,0.910992247,PGFK01000394.1,NA,NA
RBBH-10348,0.265950688,0.556583647,Unbiased,0.581891824,0.371161669,CM009483.1,LG8,A
RBBH-10350,0.046478896,0.941663594,Unbiased,-0.960095813,0.069949966,CM009478.1,LG3,A
RBBH-10352,0.124231667,0.875166332,Unbiased,0.123098871,0.972603389,CM009482.1,LG7,A
RBBH-10353,2.180223353,2.81E-07,female_biased,-1.176250858,0.037265009,PGFK01000501.1,NA,NA
RBBH-10354,0.270369124,0.897061358,Unbiased,0.23257976,0.979252021,CM009478.1,LG3,A
RBBH-10355,-0.092295154,0.859857896,Unbiased,0.283042413,0.832103142,CM009481.1,LG6,A
RBBH-10356,-1.121571086,0.058483309,Unbiased,0.661814768,0.747411425,CM009483.1,LG8,A
RBBH-10357,1.177169556,0.105066618,Unbiased,-0.249393663,0.946129894,CM009472.1,LG1,A
RBBH-10358,0.313903553,0.527558988,Unbiased,-0.370312676,0.78459772,CM009481.1,LG6,A
RBBH-10359,0.589176515,0.685349821,Unbiased,-0.841165245,0.879354253,CM009472.1,LG1,A
RBBH-1036,-0.200672926,0.746248646,Unbiased,0.611431127,0.467228333,CM009481.1,LG6,A
RBBH-10360,-0.12751237,0.939880427,Unbiased,NA,NA,CM009478.1,LG3,A
RBBH-10361,0.327044171,0.49336742,Unbiased,-0.044451279,0.983288495,CM009474.1,LG11,A
RBBH-10362,-0.616254045,0.195870104,Unbiased,1.07018517,0.061231376,CM009484.1,LG9,A
RBBH-10363,-0.848805753,0.413619702,Unbiased,0.30213408,0.955087211,CM009473.1,LG10,A
RBBH-10364,-0.27036977,0.663588353,Unbiased,-0.671210979,0.440650602,CM009480.1,LG5,A
RBBH-10365,-0.34852096,0.437034223,Unbiased,-0.478178961,0.59613979,CM009482.1,LG7,A
RBBH-10366,0.317450324,0.578370604,Unbiased,-0.171629494,0.951468765,CM009480.1,LG5,A
RBBH-10368,-0.70597777,0.499951518,Unbiased,1.913041555,0.011186447,PGFK01002533.1,NA,NA
RBBH-10369,0.43756634,0.469510184,Unbiased,0.430240393,0.828363252,CM009481.1,LG6,A
RBBH-1037,0.772767671,0.104592076,Unbiased,-0.026425991,0.993096996,CM009482.1,LG7,A
RBBH-10370,-0.744207678,0.318110147,Unbiased,0.25095074,0.946129894,CM009478.1,LG3,A
RBBH-10371,-1.437409982,0.222827246,Unbiased,0.92827039,0.69578124,CM009482.1,LG7,A
RBBH-10372,-1.225558026,0.013314783,male_biased,0.411826404,0.804972819,CM009481.1,LG6,A
RBBH-10373,-0.539244649,0.27559793,Unbiased,0.095960168,0.974800993,CM009473.1,LG10,A
RBBH-10374,0.530830037,0.261677644,Unbiased,-0.245453404,0.897632883,CM009481.1,LG6,A
RBBH-10375,0.083513778,0.904620705,Unbiased,0.849715363,0.159876828,CM009483.1,LG8,A
RBBH-10376,1.176413502,0.008335733,female_biased,-0.32054504,0.916101543,CM009474.1,LG11,A
RBBH-10377,1.123772992,0.092613392,Unbiased,-1.149797487,0.351154633,CM009478.1,LG3,A
RBBH-10378,0.387239784,0.683854124,Unbiased,-0.344451159,0.923451242,CM009478.1,LG3,A
RBBH-1038,0.564682729,0.205210062,Unbiased,-0.524720216,0.565130383,CM009481.1,LG6,A
RBBH-10380,-0.262222363,0.886256124,Unbiased,-0.235236009,0.977420535,CM009472.1,LG1,A
RBBH-10381,0.533723554,0.259902097,Unbiased,0.006853889,0.997135654,CM009483.1,LG8,A
RBBH-10382,0.093060201,0.868118467,Unbiased,-0.36208249,0.757717913,CM009472.1,LG1,A
RBBH-10383,1.746704243,0.006201098,female_biased,-0.217132729,0.958710165,CM009479.1,LG4,A
RBBH-10384,0.024112565,0.973260611,Unbiased,-0.319283811,0.882861974,CM009478.1,LG3,A
RBBH-10386,-0.74858479,0.363869425,Unbiased,-2.606757307,0.000165252,CM009481.1,LG6,A
RBBH-10387,0.337509663,0.567126408,Unbiased,-2.339058202,1.87E-05,CM009480.1,LG5,A
RBBH-10388,-0.58018047,0.351087648,Unbiased,0.445285816,0.813581566,CM009478.1,LG3,A
RBBH-10389,-0.040085341,0.969843553,Unbiased,0.612740627,0.757717913,CM009480.1,LG5,A
RBBH-1039,0.203458374,0.782602371,Unbiased,-0.109436803,0.972571733,CM009483.1,LG8,A
RBBH-10390,-0.506507133,0.467022538,Unbiased,1.754433261,0.01280036,CM009472.1,LG1,A
RBBH-10391,0.579144336,0.094021797,Unbiased,-0.124439718,0.955667026,CM009477.1,LG2,A
RBBH-10392,0.001646973,0.998847174,Unbiased,-0.05903387,0.986033882,CM009480.1,LG5,A
RBBH-10394,0.764559966,0.126196852,Unbiased,0.069523871,0.980174979,PGFK01002391.1,NA,NA
RBBH-10395,0.036358353,0.971414215,Unbiased,-0.3878436,0.893283402,CM009479.1,LG4,A
RBBH-10396,-0.074254102,0.883804831,Unbiased,0.241209309,0.90573185,CM009472.1,LG1,A
RBBH-10397,-0.523120932,0.152883175,Unbiased,0.519092811,0.44311907,CM009481.1,LG6,A
RBBH-10399,0.206608662,0.693398796,Unbiased,-1.315551111,0.005082571,CM009483.1,LG8,A
RBBH-104,-0.410534331,0.635598251,Unbiased,1.010079039,0.43893566,CM009472.1,LG1,A
RBBH-1040,-0.264803089,0.756298477,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-10400,-0.411690202,0.462069818,Unbiased,-0.554889305,0.666540885,CM009483.1,LG8,A
RBBH-10401,-1.069827381,0.502661594,Unbiased,-0.643305159,0.923688747,CM009479.1,LG4,A
RBBH-10402,0.213959358,0.85026425,Unbiased,1.540798259,0.002669956,CM009473.1,LG10,A
RBBH-10403,-0.669715627,0.381164358,Unbiased,-0.206072574,0.956361748,CM009479.1,LG4,A
RBBH-10405,0.022755204,0.974422688,Unbiased,-0.116312744,0.968837926,PGFK01003638.1,NA,NA
RBBH-10406,-0.555992428,0.161665051,Unbiased,0.053157519,0.980143247,CM009472.1,LG1,A
RBBH-10407,0.070234565,0.926237478,Unbiased,0.297646779,0.908902941,CM009484.1,LG9,A
RBBH-10408,-0.162351825,0.779124234,Unbiased,-0.558598883,0.536654487,PGFK01003366.1,NA,NA
RBBH-10409,0.523937031,0.17118113,Unbiased,0.010074852,0.995764028,PGFK01002391.1,NA,NA
RBBH-1041,1.009869536,0.341434002,Unbiased,0.086894179,0.987057414,CM009473.1,LG10,A
RBBH-10410,0.642599231,0.319483854,Unbiased,0.647651619,0.747411425,CM009478.1,LG3,A
RBBH-10411,-0.52918193,0.371423392,Unbiased,0.133317609,0.972938545,CM009478.1,LG3,A
RBBH-10412,-0.267328705,0.524450505,Unbiased,-0.309106714,0.788945852,PGFK01000666.1,NA,NA
RBBH-10413,-0.615409954,0.209570052,Unbiased,-0.595449874,0.528018158,CM009481.1,LG6,A
RBBH-10415,0.193487087,0.716068555,Unbiased,-0.000872723,0.99945435,CM009478.1,LG3,A
RBBH-10416,0.38867111,0.397799525,Unbiased,0.100245627,0.969965601,CM009480.1,LG5,A
RBBH-10417,0.527672621,0.183789507,Unbiased,-0.463033775,0.641114304,PGFK01001927.1,NA,NA
RBBH-10419,-1.26504548,0.000916621,male_biased,0.681076716,0.45001166,CM009473.1,LG10,A
RBBH-1042,0.034597397,0.972523531,Unbiased,0.388004253,0.795368514,CM009480.1,LG5,A
RBBH-10420,0.005529616,0.994255863,Unbiased,0.344071589,0.854390091,CM009478.1,LG3,A
RBBH-10421,0.671310675,0.517793634,Unbiased,-0.00670611,0.998347205,CM009477.1,LG2,A
RBBH-10423,0.030313098,0.975238174,Unbiased,0.179289477,0.957794525,CM009483.1,LG8,A
RBBH-10425,-0.285481747,0.718643206,Unbiased,-1.691468791,0.000165252,PGFK01001376.1,NA,NA
RBBH-10426,-0.78470077,0.095042735,Unbiased,0.277411386,0.866997569,CM009476.1,LG13,X
RBBH-10427,0.712463265,0.261220506,Unbiased,-0.223285269,0.962260904,CM009479.1,LG4,A
RBBH-10428,-0.466570418,0.411685805,Unbiased,0.256117365,0.910412527,CM009483.1,LG8,A
RBBH-10429,0.399351869,0.584732591,Unbiased,-0.515310411,0.772486874,CM009477.1,LG2,A
RBBH-10431,-2.021799333,0.031373804,male_biased,0.093982906,0.987057414,CM009482.1,LG7,A
RBBH-10432,-0.103274643,0.839339725,Unbiased,0.241917374,0.869482147,CM009481.1,LG6,A
RBBH-10433,-1.326345781,0.008222099,male_biased,-0.363971297,0.827795135,CM009481.1,LG6,A
RBBH-10434,-0.364092393,0.538388993,Unbiased,0.114487272,0.972603389,CM009478.1,LG3,A
RBBH-10436,-0.631410753,0.277992856,Unbiased,0.302818837,0.89471414,CM009475.1,LG12,A
RBBH-10437,-1.252349974,0.014840649,male_biased,-1.164902995,0.182652717,CM009481.1,LG6,A
RBBH-10439,0.241521373,0.705019571,Unbiased,-0.140613567,0.964455652,CM009473.1,LG10,A
RBBH-10440,0.039537896,0.936921125,Unbiased,0.075643748,0.972603389,CM009472.1,LG1,A
RBBH-10441,-0.586021068,0.259902097,Unbiased,1.084728734,0.035686025,CM009480.1,LG5,A
RBBH-10442,0.116167556,0.859338341,Unbiased,-0.488262781,0.678075283,CM009480.1,LG5,A
RBBH-10443,0.938543692,0.405956703,Unbiased,-1.370099018,0.342637207,CM009475.1,LG12,A
RBBH-10445,0.181877208,0.691142375,Unbiased,0.046541739,0.982910185,CM009478.1,LG3,A
RBBH-10447,-0.403039139,0.535940069,Unbiased,0.533054769,0.690910359,CM009479.1,LG4,A
RBBH-10449,-0.157884053,0.73178661,Unbiased,-0.341746769,0.747411425,CM009473.1,LG10,A
RBBH-1045,1.634959987,0.004557105,female_biased,0.433684981,0.869482147,CM009479.1,LG4,A
RBBH-10450,-0.086984519,0.929181973,Unbiased,-0.140586715,0.974800993,CM009481.1,LG6,A
RBBH-10451,0.047765061,0.927460777,Unbiased,-0.236524684,0.88681341,PGFK01003366.1,NA,NA
RBBH-10453,0.107983255,0.844181375,Unbiased,-0.097508103,0.972603389,CM009473.1,LG10,A
RBBH-10454,-0.56313161,0.302926948,Unbiased,0.685040553,0.496881583,PGFK01001788.1,NA,NA
RBBH-10456,-0.894660026,0.028157882,male_biased,-0.010644466,0.995941154,CM009478.1,LG3,A
RBBH-10458,-2.080733099,2.52E-11,male_biased,-0.294968647,0.844288073,CM009484.1,LG9,A
RBBH-10459,-2.660195721,6.24E-06,male_biased,0.035101091,0.994341402,CM009482.1,LG7,A
RBBH-1046,-1.059485799,0.174025986,Unbiased,0.214017396,0.964215484,CM009478.1,LG3,A
RBBH-10460,0.576089626,0.176455853,Unbiased,-0.033442792,0.989528614,CM009477.1,LG2,A
RBBH-10461,-1.444429648,0.034373557,male_biased,0.914709378,0.460815485,CM009481.1,LG6,A
RBBH-10462,0.771160752,0.287426995,Unbiased,0.64556116,0.674815187,CM009480.1,LG5,A
RBBH-10464,0.905013748,0.151896487,Unbiased,-0.156162959,0.96281612,CM009475.1,LG12,A
RBBH-10467,-1.035392625,0.006946324,male_biased,-0.111081999,0.965658658,PGFK01001247.1,NA,NA
RBBH-10468,-0.136868862,0.819857841,Unbiased,0.801231623,0.20410645,CM009482.1,LG7,A
RBBH-10469,0.056448798,0.93774917,Unbiased,-0.080054722,0.977420535,CM009479.1,LG4,A
RBBH-10470,0.32545348,0.461117483,Unbiased,-0.197882304,0.911046962,PGFK01002391.1,NA,NA
RBBH-10471,4.226838195,4.62E-07,female_biased,-1.438965902,0.157371311,PGFK01000663.1,NA,NA
RBBH-10472,-0.387205133,0.440850849,Unbiased,0.197737437,0.931281876,CM009475.1,LG12,A
RBBH-10473,0.59790465,0.183789507,Unbiased,0.486079237,0.655256648,CM009474.1,LG11,A
RBBH-10474,0.702649984,0.060585593,Unbiased,-1.058745552,0.061747304,CM009479.1,LG4,A
RBBH-10476,0.699451401,0.048911307,female_biased,-0.356493295,0.802974586,CM009481.1,LG6,A
RBBH-10477,-0.300331614,0.770171547,Unbiased,0.494465644,0.88681341,PGFK01002792.1,NA,NA
RBBH-10478,1.039538964,0.051758498,Unbiased,-0.900508757,0.400139548,CM009479.1,LG4,A
RBBH-10479,-1.959943135,4.73E-11,male_biased,0.680056196,0.38231188,PGFK01002860.1,NA,NA
RBBH-1048,-0.646825054,0.228302224,Unbiased,-0.296109732,0.897632883,CM009472.1,LG1,A
RBBH-10480,0.480931467,0.507395452,Unbiased,0.142840874,0.974365244,CM009472.1,LG1,A
RBBH-10482,0.33213332,0.483441166,Unbiased,-0.108246429,0.968447559,CM009476.1,LG13,X
RBBH-10483,-0.829224248,0.624963245,Unbiased,0.281922049,0.977420535,CM009480.1,LG5,A
RBBH-10486,-0.275338502,0.598160355,Unbiased,-0.269465912,0.892172024,PGFK01000846.1,NA,NA
RBBH-10487,7.09E-05,0.999886004,Unbiased,0.047025211,0.986489056,CM009478.1,LG3,A
RBBH-10488,-0.897610538,0.435027739,Unbiased,0.294781742,0.959469667,CM009479.1,LG4,A
RBBH-1049,-0.233060014,0.64546285,Unbiased,0.094460813,0.970268091,CM009477.1,LG2,A
RBBH-10491,1.216799367,0.112384846,Unbiased,0.130089041,0.981552825,CM009474.1,LG11,A
RBBH-10492,1.481376342,1.48E-06,female_biased,0.149236965,0.946130054,CM009476.1,LG13,X
RBBH-10493,0.088561144,0.857047556,Unbiased,0.453002438,0.510986384,CM009481.1,LG6,A
RBBH-10494,-0.151627087,0.871351513,Unbiased,0.337838859,0.938549605,CM009479.1,LG4,A
RBBH-10496,-0.367373017,0.552787107,Unbiased,NA,NA,PGFK01002331.1,NA,NA
RBBH-10497,-0.575761165,0.372471903,Unbiased,0.042503724,0.990270871,CM009480.1,LG5,A
RBBH-10498,0.129932816,0.80852413,Unbiased,0.293089496,0.85045274,CM009477.1,LG2,A
RBBH-10499,0.72435069,0.133754601,Unbiased,0.573350898,0.51564171,CM009478.1,LG3,A
RBBH-105,0.652532074,0.07388782,Unbiased,1.149450795,0.013558698,CM009480.1,LG5,A
RBBH-1050,0.130461122,0.813664754,Unbiased,0.06723636,0.977420535,CM009478.1,LG3,A
RBBH-10500,-0.614118954,0.248119894,Unbiased,-0.234750839,0.92857102,CM009477.1,LG2,A
RBBH-10501,-0.226544528,0.663115575,Unbiased,0.168165629,0.933570985,PGFK01001867.1,NA,NA
RBBH-10503,0.554953332,0.12334253,Unbiased,0.121419267,0.95341229,CM009479.1,LG4,A
RBBH-10504,0.917593953,0.075151356,Unbiased,-0.609825015,0.746770067,CM009478.1,LG3,A
RBBH-10506,1.137726103,0.226242243,Unbiased,0.481433125,0.89471414,CM009481.1,LG6,A
RBBH-10507,2.671907476,0.000494774,female_biased,-0.451376971,0.909159933,CM009483.1,LG8,A
RBBH-10509,-0.00547747,0.994673769,Unbiased,0.347098582,0.809974258,CM009479.1,LG4,A
RBBH-1051,-0.265210651,0.59620005,Unbiased,2.500261159,0.071429297,CM009483.1,LG8,A
RBBH-10510,0.069863728,0.894245692,Unbiased,-0.241862728,0.891214584,CM009475.1,LG12,A
RBBH-10511,-0.004910446,0.994033161,Unbiased,0.099078791,0.969965601,CM009474.1,LG11,A
RBBH-10512,0.417185697,0.499767403,Unbiased,0.018305265,0.995764028,CM009484.1,LG9,A
RBBH-10513,-0.956832052,0.00454602,male_biased,0.067144063,0.977001374,CM009479.1,LG4,A
RBBH-10514,-0.133288539,0.78909498,Unbiased,-0.193286095,0.913458548,CM009480.1,LG5,A
RBBH-10515,1.54828964,0.236264777,Unbiased,-0.10607134,0.987057414,CM009478.1,LG3,A
RBBH-10516,0.600888333,0.344375481,Unbiased,-0.350387757,0.896550346,CM009484.1,LG9,A
RBBH-10518,0.288286431,0.549957,Unbiased,-0.190352381,0.925063837,CM009472.1,LG1,A
RBBH-10519,0.265143836,0.783614389,Unbiased,-0.749915283,0.785261589,CM009481.1,LG6,A
RBBH-1052,-0.62165051,0.242012209,Unbiased,1.197229163,0.080191859,CM009478.1,LG3,A
RBBH-10521,0.124141815,0.844905777,Unbiased,-0.280361418,0.883721001,CM009482.1,LG7,A
RBBH-10522,-0.23520672,0.685716866,Unbiased,0.420658209,0.761174808,CM009483.1,LG8,A
RBBH-10523,-0.784021375,0.302926948,Unbiased,0.384658879,0.873095617,CM009482.1,LG7,A
RBBH-10524,0.6709058,0.119968824,Unbiased,0.081659747,0.974800993,CM009473.1,LG10,A
RBBH-10525,-0.400295406,0.603409468,Unbiased,0.225130127,0.94213596,CM009479.1,LG4,A
RBBH-10527,-0.754943804,0.1414935,Unbiased,0.229538422,0.934031512,CM009480.1,LG5,A
RBBH-10528,-0.341730147,0.574035467,Unbiased,0.501436966,0.686456082,CM009482.1,LG7,A
RBBH-10529,-0.344543711,0.479701264,Unbiased,0.678456196,0.39376325,CM009479.1,LG4,A
RBBH-1053,-0.242541088,0.621977279,Unbiased,0.203512103,0.911046962,CM009478.1,LG3,A
RBBH-10530,-1.170796333,0.136121212,Unbiased,0.369060901,0.912026586,CM009472.1,LG1,A
RBBH-10532,-0.639435521,0.168877517,Unbiased,0.584232714,0.495681462,CM009483.1,LG8,A
RBBH-10533,-0.6114896,0.40845669,Unbiased,-0.483121764,0.851020242,CM009478.1,LG3,A
RBBH-10534,-1.055708614,0.120076722,Unbiased,0.452685928,0.866997569,CM009481.1,LG6,A
RBBH-10537,-2.112408214,0.005115038,male_biased,0.805125184,0.72821962,CM009473.1,LG10,A
RBBH-10538,0.045248034,0.956182288,Unbiased,0.019476467,0.995764028,CM009473.1,LG10,A
RBBH-10539,0.123935003,0.826631754,Unbiased,-0.070133966,0.974800993,CM009479.1,LG4,A
RBBH-1054,-0.510797206,0.241784193,Unbiased,-0.12228204,0.968338987,CM009472.1,LG1,A
RBBH-10540,-0.513782147,0.166457383,Unbiased,-0.212073899,0.922692549,CM009476.1,LG13,X
RBBH-10542,0.729103042,0.257130106,Unbiased,-0.118976451,0.974293409,CM009484.1,LG9,A
RBBH-10543,-0.656930323,0.272518146,Unbiased,0.497676607,0.799139988,CM009474.1,LG11,A
RBBH-10544,-0.260029534,0.815769479,Unbiased,1.035805766,0.517781098,PGFK01000909.1,NA,NA
RBBH-10545,0.678882722,0.142338549,Unbiased,-0.607610158,0.501115309,PGFK01000384.1,NA,NA
RBBH-10546,-0.218625361,0.78112096,Unbiased,0.853590571,0.337190338,CM009483.1,LG8,A
RBBH-10548,0.804959045,0.040128811,female_biased,0.220340092,0.897632883,CM009472.1,LG1,A
RBBH-1055,-0.497593775,0.169617084,Unbiased,-0.190962028,0.90573185,CM009483.1,LG8,A
RBBH-10550,0.04922269,0.951107142,Unbiased,-0.045852582,0.990270871,CM009478.1,LG3,A
RBBH-10551,-1.93619321,0.104278182,Unbiased,-0.340671329,0.96281612,CM009473.1,LG10,A
RBBH-10552,-0.703973022,0.145626557,Unbiased,0.066485097,0.982327568,CM009473.1,LG10,A
RBBH-10553,-0.655324687,0.46864517,Unbiased,0.23838905,0.92815338,CM009480.1,LG5,A
RBBH-10554,-0.694850948,0.286230463,Unbiased,-0.526282207,0.732356637,PGFK01000766.1,NA,NA
RBBH-10555,0.275318335,0.618975354,Unbiased,-0.01275494,0.995764028,CM009473.1,LG10,A
RBBH-10556,0.130005884,0.862586662,Unbiased,0.018736565,0.995474592,CM009482.1,LG7,A
RBBH-10557,1.188038168,0.000894514,female_biased,-0.263969517,0.866997569,CM009476.1,LG13,X
RBBH-10558,0.119825629,0.894896032,Unbiased,0.257513353,0.94213596,CM009472.1,LG1,A
RBBH-10559,-0.097142802,0.911327291,Unbiased,0.144811906,0.972603389,PGFK01002461.1,NA,NA
RBBH-10560,1.977579134,0.083154613,Unbiased,0.186063335,0.974800993,CM009476.1,LG13,X
RBBH-10561,0.173784856,0.766704355,Unbiased,-0.395680825,0.770022294,CM009478.1,LG3,A
RBBH-10562,-0.660696998,0.13487795,Unbiased,-0.160546869,0.952210871,CM009483.1,LG8,A
RBBH-10565,-0.557558449,0.413531419,Unbiased,0.886024182,0.291811721,CM009483.1,LG8,A
RBBH-10566,-0.739104805,0.114891508,Unbiased,0.360690257,0.875719543,CM009483.1,LG8,A
RBBH-10568,0.162096468,0.799863035,Unbiased,-0.282860849,0.89471414,CM009484.1,LG9,A
RBBH-10569,-1.078760343,0.02691866,male_biased,NA,NA,CM009472.1,LG1,A
RBBH-1057,0.123878069,0.792370216,Unbiased,0.074314601,0.973682198,CM009479.1,LG4,A
RBBH-10570,-0.872113342,0.037585466,male_biased,-0.248828546,0.907190558,CM009479.1,LG4,A
RBBH-10571,-0.38664398,0.716486249,Unbiased,0.729707544,0.744338868,CM009480.1,LG5,A
